customer_id,first_name,last_name,email,phone,gender,birth_date,registration_date,loyalty_points,age,age_group,customer_tenure_days,customer_tenure_months,customer_tenure_years,registration_year,registration_quarter,registration_month,registration_weekday,registered_on_weekend,loyalty_segment,loyalty_tier,is_senior,is_young_customer,is_adult,is_long_term_customer,is_new_customer,loyalty_points_per_year,email_domain
4102,Aditya,Patel,aditya.patel4102@gmail.com,9474763227,Female,2005-12-24,2023-06-05,2125,20,18-25,941,31.4,2.58,2023,2,June,Monday,0,VIP,4,0,1,0,0,0,820.46,gmail.com
4103,Diya,Desai,diya.desai4103@gmail.com,9993589568,Male,1999-09-24,2022-07-02,4043,26,26-35,1279,42.6,3.5,2022,3,July,Saturday,1,VIP,4,0,0,1,0,0,1151.85,gmail.com
4104,Aditya,Patel,aditya.patel4104@gmail.com,9583915324,Female,1994-12-18,2024-05-05,476,31,26-35,606,20.2,1.66,2024,2,May,Sunday,1,Medium,2,0,0,1,0,0,285.03,gmail.com
4105,Ananya,Shah,ananya.shah4105@gmail.com,9171076920,Female,1993-06-09,2025-05-12,3486,32,26-35,234,7.8,0.64,2025,2,May,Monday,0,VIP,4,0,0,1,0,1,5363.08,gmail.com
4106,Neha,Shah,neha.shah4106@gmail.com,9864538568,Male,1971-04-19,2021-09-18,2530,54,46-60,1566,52.2,4.29,2021,3,September,Saturday,1,VIP,4,0,0,0,0,0,588.37,gmail.com
4107,Diya,Kapoor,diya.kapoor4107@gmail.com,9135088629,Male,1992-02-25,2020-08-26,4193,33,26-35,1954,65.1,5.35,2020,3,August,Wednesday,0,VIP,4,0,0,1,1,0,782.28,gmail.com
4108,Riya,Joshi,riya.joshi4108@gmail.com,9465087429,Male,1995-03-02,2022-07-25,2611,30,26-35,1256,41.9,3.44,2022,3,July,Monday,0,VIP,4,0,0,1,0,0,756.81,gmail.com
4109,Riya,Mehta,riya.mehta4109@gmail.com,9490823824,Male,1984-08-28,2025-03-18,388,41,36-45,289,9.6,0.79,2025,1,March,Tuesday,0,Medium,2,0,0,1,0,1,485.0,gmail.com
4110,Ananya,Modi,ananya.modi4110@gmail.com,9185331849,Female,1972-09-14,2024-04-10,1607,53,46-60,631,21.0,1.73,2024,2,April,Wednesday,0,VIP,4,0,0,0,0,0,923.56,gmail.com
4111,Riya,Trivedi,riya.trivedi4111@gmail.com,9967682950,Female,1981-09-03,2020-02-06,824,44,36-45,2156,71.9,5.91,2020,1,February,Thursday,0,High,3,0,0,1,1,0,139.19,gmail.com
4112,Neha,Trivedi,neha.trivedi4112@gmail.com,9790603702,Female,1976-09-05,2024-11-18,4202,49,46-60,409,13.6,1.12,2024,4,November,Monday,0,VIP,4,0,0,0,0,0,3718.58,gmail.com
4113,Aarav,Modi,aarav.modi4113@gmail.com,9719983587,Male,1973-10-21,2020-12-30,1613,52,46-60,1828,60.9,5.01,2020,4,December,Wednesday,0,VIP,4,0,0,0,1,0,321.31,gmail.com
4114,Arjun,Gupta,arjun.gupta4114@gmail.com,9787042478,Female,1991-06-19,2022-04-17,1777,34,26-35,1355,45.2,3.71,2022,2,April,Sunday,1,VIP,4,0,0,1,0,0,477.69,gmail.com
4115,Riya,Modi,riya.modi4115@gmail.com,9459560636,Male,2005-02-17,2022-09-06,3497,20,18-25,1213,40.4,3.32,2022,3,September,Tuesday,0,VIP,4,0,1,0,0,0,1050.15,gmail.com
4116,Priya,Patel,priya.patel4116@gmail.com,9152503376,Female,1979-06-12,2023-04-23,618,46,46-60,984,32.8,2.7,2023,2,April,Sunday,1,High,3,0,0,0,0,0,228.04,gmail.com
4117,Arjun,Patel,arjun.patel4117@gmail.com,9552409419,Male,1994-09-08,2023-02-11,2491,31,26-35,1055,35.2,2.89,2023,1,February,Saturday,1,VIP,4,0,0,1,0,0,858.97,gmail.com
4118,Vivaan,Mehta,vivaan.mehta4118@gmail.com,9603875128,Female,1981-09-22,2022-11-12,936,44,36-45,1146,38.2,3.14,2022,4,November,Saturday,1,High,3,0,0,1,0,0,297.14,gmail.com
4119,Ananya,Bhatt,ananya.bhatt4119@gmail.com,9250913851,Female,1987-09-28,2022-01-19,1294,38,36-45,1443,48.1,3.95,2022,1,January,Wednesday,0,VIP,4,0,0,1,0,0,326.77,gmail.com
4120,Arjun,Gupta,arjun.gupta4120@gmail.com,9652922283,Female,2001-11-02,2025-05-02,3938,24,18-25,244,8.1,0.67,2025,2,May,Friday,0,VIP,4,0,1,0,0,1,5791.18,gmail.com
4121,Krishna,Modi,krishna.modi4121@gmail.com,9940263053,Female,1976-08-01,2025-11-04,4772,49,46-60,58,1.9,0.16,2025,4,November,Tuesday,0,VIP,4,0,0,0,0,1,28070.59,gmail.com
4122,Ananya,Trivedi,ananya.trivedi4122@gmail.com,9439428948,Female,1975-02-27,2022-10-27,1077,50,46-60,1162,38.7,3.18,2022,4,October,Thursday,0,VIP,4,0,0,0,0,0,337.62,gmail.com
4123,Krishna,Trivedi,krishna.trivedi4123@gmail.com,9949697877,Female,1998-01-03,2025-04-06,1507,28,26-35,270,9.0,0.74,2025,2,April,Sunday,1,VIP,4,0,0,1,0,1,2009.33,gmail.com
4124,Aditya,Bhatt,aditya.bhatt4124@gmail.com,9867221711,Male,1986-09-18,2025-05-05,4797,39,36-45,241,8.0,0.66,2025,2,May,Monday,0,VIP,4,0,0,1,0,1,7159.7,gmail.com
4125,Arjun,Gupta,arjun.gupta4125@gmail.com,9225214100,Female,1971-10-17,2020-08-26,1687,54,46-60,1954,65.1,5.35,2020,3,August,Wednesday,0,VIP,4,0,0,0,1,0,314.74,gmail.com
4126,Aarav,Mehta,aarav.mehta4126@gmail.com,9844523996,Female,1971-11-19,2023-11-18,1951,54,46-60,775,25.8,2.12,2023,4,November,Saturday,1,VIP,4,0,0,0,0,0,915.96,gmail.com
4127,Priya,Joshi,priya.joshi4127@gmail.com,9265253673,Female,1982-03-16,2023-06-17,3263,43,36-45,929,31.0,2.55,2023,2,June,Saturday,1,VIP,4,0,0,1,0,0,1274.61,gmail.com
4128,Diya,Bhatt,diya.bhatt4128@gmail.com,9193348105,Female,1981-01-12,2026-01-02,4398,45,36-45,-1,-0.0,-0.0,2026,1,January,Friday,0,VIP,4,0,0,1,0,1,439800.0,gmail.com
4129,Diya,Desai,diya.desai4129@gmail.com,9473471323,Male,1993-11-20,2023-12-15,3795,32,26-35,748,24.9,2.05,2023,4,December,Friday,0,VIP,4,0,0,1,0,0,1842.23,gmail.com
4130,Priya,Trivedi,priya.trivedi4130@gmail.com,9583678271,Male,2002-01-26,2024-01-14,3451,23,18-25,718,23.9,1.97,2024,1,January,Sunday,1,VIP,4,0,1,0,0,0,1742.93,gmail.com
4131,Diya,Modi,diya.modi4131@gmail.com,9880021476,Male,1976-05-10,2025-06-01,469,49,46-60,214,7.1,0.59,2025,2,June,Sunday,1,Medium,2,0,0,0,0,1,781.67,gmail.com
4132,Aditya,Kapoor,aditya.kapoor4132@gmail.com,9739056526,Female,1997-03-20,2024-11-02,1981,28,26-35,425,14.2,1.16,2024,4,November,Saturday,1,VIP,4,0,0,1,0,0,1693.16,gmail.com
4133,Vivaan,Joshi,vivaan.joshi4133@gmail.com,9761338942,Male,1970-01-09,2020-12-20,339,56,46-60,1838,61.3,5.04,2020,4,December,Sunday,1,Medium,2,0,0,0,1,0,67.13,gmail.com
4134,Diya,Kapoor,diya.kapoor4134@gmail.com,9357499011,Male,1986-05-22,2022-05-04,3465,39,36-45,1338,44.6,3.67,2022,2,May,Wednesday,0,VIP,4,0,0,1,0,0,941.58,gmail.com
4135,Priya,Joshi,priya.joshi4135@gmail.com,9182910097,Male,1988-10-14,2020-08-28,255,37,36-45,1952,65.1,5.35,2020,3,August,Friday,0,Medium,2,0,0,1,1,0,47.57,gmail.com
4136,Arjun,Mehta,arjun.mehta4136@gmail.com,9625665007,Male,1977-07-16,2020-08-18,722,48,46-60,1962,65.4,5.38,2020,3,August,Tuesday,0,High,3,0,0,0,1,0,133.95,gmail.com
4137,Ananya,Shah,ananya.shah4137@gmail.com,9861182431,Male,1981-07-17,2021-03-14,3503,44,36-45,1754,58.5,4.81,2021,1,March,Sunday,1,VIP,4,0,0,1,0,0,726.76,gmail.com
4138,Krishna,Bhatt,krishna.bhatt4138@gmail.com,9278903451,Female,1978-05-09,2024-09-20,4501,47,46-60,468,15.6,1.28,2024,3,September,Friday,0,VIP,4,0,0,0,0,0,3489.15,gmail.com
4139,Neha,Patel,neha.patel4139@gmail.com,9214512626,Male,2005-02-04,2022-07-18,1414,20,18-25,1263,42.1,3.46,2022,3,July,Monday,0,VIP,4,0,1,0,0,0,407.49,gmail.com
4140,Arjun,Gupta,arjun.gupta4140@gmail.com,9353343082,Female,2005-09-13,2020-02-27,2076,20,18-25,2135,71.2,5.85,2020,1,February,Thursday,0,VIP,4,0,1,0,1,0,354.27,gmail.com
4141,Priya,Patel,priya.patel4141@gmail.com,9703633765,Female,2001-02-18,2021-03-07,2250,24,18-25,1761,58.7,4.82,2021,1,March,Sunday,1,VIP,4,0,1,0,0,0,465.84,gmail.com
4142,Aarav,Mehta,aarav.mehta4142@gmail.com,9104027112,Male,1994-09-10,2020-06-29,3668,31,26-35,2012,67.1,5.51,2020,2,June,Monday,0,VIP,4,0,0,1,1,0,664.49,gmail.com
4143,Riya,Trivedi,riya.trivedi4143@gmail.com,9363136434,Male,1991-05-17,2021-11-01,3779,34,26-35,1522,50.7,4.17,2021,4,November,Monday,0,VIP,4,0,0,1,0,0,904.07,gmail.com
4144,Aarav,Mehta,aarav.mehta4144@gmail.com,9137019216,Female,1999-05-27,2022-05-01,948,26,26-35,1341,44.7,3.67,2022,2,May,Sunday,1,High,3,0,0,1,0,0,257.61,gmail.com
4145,Aditya,Shah,aditya.shah4145@gmail.com,9252702761,Female,1984-12-17,2021-02-01,802,41,36-45,1795,59.8,4.92,2021,1,February,Monday,0,High,3,0,0,1,0,0,162.68,gmail.com
4146,Aarav,Trivedi,aarav.trivedi4146@gmail.com,9859467006,Female,1997-10-18,2020-01-02,478,28,26-35,2191,73.0,6.0,2020,1,January,Thursday,0,Medium,2,0,0,1,1,0,79.53,gmail.com
4147,Riya,Patel,riya.patel4147@gmail.com,9262940721,Female,1973-02-01,2024-02-17,4802,52,46-60,684,22.8,1.87,2024,1,February,Saturday,1,VIP,4,0,0,0,0,0,2554.26,gmail.com
4148,Aarav,Modi,aarav.modi4148@gmail.com,9324069908,Female,1997-01-05,2021-02-10,4205,29,26-35,1786,59.5,4.89,2021,1,February,Wednesday,0,VIP,4,0,0,1,0,0,858.16,gmail.com
4149,Krishna,Bhatt,krishna.bhatt4149@gmail.com,9622882817,Female,1996-04-18,2024-02-01,938,29,26-35,700,23.3,1.92,2024,1,February,Thursday,0,High,3,0,0,1,0,0,486.01,gmail.com
4150,Arjun,Bhatt,arjun.bhatt4150@gmail.com,9495827730,Female,2005-09-08,2021-11-20,4302,20,18-25,1503,50.1,4.12,2021,4,November,Saturday,1,VIP,4,0,1,0,0,0,1041.65,gmail.com
4151,Ananya,Joshi,ananya.joshi4151@gmail.com,9850223070,Male,1978-10-01,2023-03-15,899,47,46-60,1023,34.1,2.8,2023,1,March,Wednesday,0,High,3,0,0,0,0,0,319.93,gmail.com
4152,Riya,Trivedi,riya.trivedi4152@gmail.com,9426793106,Male,1976-01-19,2023-04-12,1326,49,46-60,995,33.2,2.73,2023,2,April,Wednesday,0,VIP,4,0,0,0,0,0,483.94,gmail.com
4153,Aditya,Patel,aditya.patel4153@gmail.com,9620137644,Male,1987-04-03,2022-10-08,4955,38,36-45,1181,39.4,3.24,2022,4,October,Saturday,1,VIP,4,0,0,1,0,0,1524.62,gmail.com
4154,Neha,Patel,neha.patel4154@gmail.com,9898543254,Male,1992-10-28,2021-11-23,988,33,26-35,1500,50.0,4.11,2021,4,November,Tuesday,0,High,3,0,0,1,0,0,239.81,gmail.com
4155,Ananya,Gupta,ananya.gupta4155@gmail.com,9909466289,Female,1976-02-10,2024-08-16,2890,49,46-60,503,16.8,1.38,2024,3,August,Friday,0,VIP,4,0,0,0,0,0,2079.14,gmail.com
4156,Neha,Mehta,neha.mehta4156@gmail.com,9763237167,Female,1989-03-28,2022-04-29,4198,36,36-45,1343,44.8,3.68,2022,2,April,Friday,0,VIP,4,0,0,1,0,0,1137.67,gmail.com
4157,Priya,Gupta,priya.gupta4157@gmail.com,9913828486,Male,1989-12-16,2021-09-17,1616,36,36-45,1567,52.2,4.29,2021,3,September,Friday,0,VIP,4,0,0,1,0,0,375.81,gmail.com
4158,Aarav,Modi,aarav.modi4158@gmail.com,9958637170,Male,1978-08-03,2024-04-27,1729,47,46-60,614,20.5,1.68,2024,2,April,Saturday,1,VIP,4,0,0,0,0,0,1023.08,gmail.com
4159,Neha,Mehta,neha.mehta4159@gmail.com,9100873278,Female,1985-04-22,2023-05-24,4258,40,36-45,953,31.8,2.61,2023,2,May,Wednesday,0,VIP,4,0,0,1,0,0,1625.19,gmail.com
4160,Aditya,Shah,aditya.shah4160@gmail.com,9247498260,Female,1998-05-26,2022-11-14,3036,27,26-35,1144,38.1,3.13,2022,4,November,Monday,0,VIP,4,0,0,1,0,0,966.88,gmail.com
4161,Krishna,Desai,krishna.desai4161@gmail.com,9112206557,Female,1976-01-02,2021-01-13,1671,50,46-60,1814,60.5,4.97,2021,1,January,Wednesday,0,VIP,4,0,0,0,0,0,335.54,gmail.com
4162,Arjun,Modi,arjun.modi4162@gmail.com,9346372754,Female,1996-06-12,2026-02-23,4236,29,26-35,-53,-1.8,-0.15,2026,1,February,Monday,0,VIP,4,0,0,1,0,1,-30257.14,gmail.com
4163,Priya,Desai,priya.desai4163@gmail.com,9380240355,Male,2005-04-04,2025-11-23,4276,20,18-25,39,1.3,0.11,2025,4,November,Sunday,1,VIP,4,0,1,0,0,1,35633.33,gmail.com
4164,Riya,Patel,riya.patel4164@gmail.com,9735665508,Female,1972-02-10,2026-02-10,887,53,46-60,-40,-1.3,-0.11,2026,1,February,Tuesday,0,High,3,0,0,0,0,1,-8870.0,gmail.com
4165,Priya,Trivedi,priya.trivedi4165@gmail.com,9151227123,Male,2003-02-24,2023-09-28,1699,22,18-25,826,27.5,2.26,2023,3,September,Thursday,0,VIP,4,0,1,0,0,0,748.46,gmail.com
4166,Aarav,Trivedi,aarav.trivedi4166@gmail.com,9513342120,Male,1970-07-02,2024-11-08,4596,55,46-60,419,14.0,1.15,2024,4,November,Friday,0,VIP,4,0,0,0,0,0,3962.07,gmail.com
4167,Diya,Modi,diya.modi4167@gmail.com,9975998245,Male,2004-02-10,2023-11-01,2395,21,18-25,792,26.4,2.17,2023,4,November,Wednesday,0,VIP,4,0,1,0,0,0,1098.62,gmail.com
4168,Diya,Patel,diya.patel4168@gmail.com,9770090378,Male,1999-11-03,2023-10-31,3189,26,26-35,793,26.4,2.17,2023,4,October,Tuesday,0,VIP,4,0,0,1,0,0,1462.84,gmail.com
4169,Neha,Trivedi,neha.trivedi4169@gmail.com,9360521521,Male,1978-01-10,2021-04-29,2489,48,46-60,1708,56.9,4.68,2021,2,April,Thursday,0,VIP,4,0,0,0,0,0,530.7,gmail.com
4170,Diya,Desai,diya.desai4170@gmail.com,9805281318,Female,1992-11-24,2025-04-23,375,33,26-35,253,8.4,0.69,2025,2,April,Wednesday,0,Medium,2,0,0,1,0,1,535.71,gmail.com
4171,Vivaan,Shah,vivaan.shah4171@gmail.com,9826996827,Male,1976-04-14,2020-03-08,3027,49,46-60,2125,70.8,5.82,2020,1,March,Sunday,1,VIP,4,0,0,0,1,0,519.21,gmail.com
4172,Vivaan,Desai,vivaan.desai4172@gmail.com,9658700241,Male,1994-04-03,2021-07-16,2795,31,26-35,1630,54.3,4.47,2021,3,July,Friday,0,VIP,4,0,0,1,0,0,623.88,gmail.com
4173,Ananya,Modi,ananya.modi4173@gmail.com,9750674628,Male,1982-02-12,2023-02-20,1061,43,36-45,1046,34.9,2.87,2023,1,February,Monday,0,VIP,4,0,0,1,0,0,368.4,gmail.com
4174,Neha,Desai,neha.desai4174@gmail.com,9806146525,Female,1974-05-10,2023-02-05,2766,51,46-60,1061,35.4,2.91,2023,1,February,Sunday,1,VIP,4,0,0,0,0,0,947.26,gmail.com
4175,Krishna,Bhatt,krishna.bhatt4175@gmail.com,9795601198,Female,1992-12-09,2024-06-18,1965,33,26-35,562,18.7,1.54,2024,2,June,Tuesday,0,VIP,4,0,0,1,0,0,1267.74,gmail.com
4176,Ananya,Trivedi,ananya.trivedi4176@gmail.com,9484549547,Male,1991-07-08,2020-11-03,2807,34,26-35,1885,62.8,5.16,2020,4,November,Tuesday,0,VIP,4,0,0,1,1,0,542.94,gmail.com
4177,Krishna,Mehta,krishna.mehta4177@gmail.com,9121172218,Female,1995-02-25,2025-12-27,1502,30,26-35,5,0.2,0.01,2025,4,December,Saturday,1,VIP,4,0,0,1,0,1,75100.0,gmail.com
4178,Neha,Modi,neha.modi4178@gmail.com,9911015214,Male,2000-08-13,2023-12-19,2219,25,18-25,744,24.8,2.04,2023,4,December,Tuesday,0,VIP,4,0,1,0,0,0,1082.44,gmail.com
4179,Ananya,Mehta,ananya.mehta4179@gmail.com,9680462971,Female,1993-10-04,2020-02-18,719,32,26-35,2144,71.5,5.87,2020,1,February,Tuesday,0,High,3,0,0,1,1,0,122.28,gmail.com
4180,Riya,Bhatt,riya.bhatt4180@gmail.com,9588800584,Female,2000-12-25,2022-09-30,3639,25,18-25,1189,39.6,3.26,2022,3,September,Friday,0,VIP,4,0,1,0,0,0,1112.84,gmail.com
4181,Vivaan,Desai,vivaan.desai4181@gmail.com,9183885648,Female,1975-10-21,2026-03-22,3083,50,46-60,-80,-2.7,-0.22,2026,1,March,Sunday,1,VIP,4,0,0,0,0,1,-14680.95,gmail.com
4182,Aarav,Mehta,aarav.mehta4182@gmail.com,9503458535,Female,1970-04-22,2023-03-17,4022,55,46-60,1021,34.0,2.8,2023,1,March,Friday,0,VIP,4,0,0,0,0,0,1431.32,gmail.com
4183,Ananya,Kapoor,ananya.kapoor4183@gmail.com,9452069550,Male,1976-05-09,2023-09-16,2931,49,46-60,838,27.9,2.3,2023,3,September,Saturday,1,VIP,4,0,0,0,0,0,1268.83,gmail.com
4184,Krishna,Patel,krishna.patel4184@gmail.com,9507896518,Male,1978-08-07,2026-02-15,4899,47,46-60,-45,-1.5,-0.12,2026,1,February,Sunday,1,VIP,4,0,0,0,0,1,-44536.36,gmail.com
4185,Neha,Mehta,neha.mehta4185@gmail.com,9862277791,Male,1997-04-13,2023-06-29,1710,28,26-35,917,30.6,2.51,2023,2,June,Thursday,0,VIP,4,0,0,1,0,0,678.57,gmail.com
4186,Krishna,Bhatt,krishna.bhatt4186@gmail.com,9706504766,Male,1999-04-24,2022-07-27,682,26,26-35,1254,41.8,3.44,2022,3,July,Wednesday,0,High,3,0,0,1,0,0,197.68,gmail.com
4187,Ananya,Shah,ananya.shah4187@gmail.com,9646878790,Female,1995-09-10,2025-06-24,4711,30,26-35,191,6.4,0.52,2025,2,June,Tuesday,0,VIP,4,0,0,1,0,1,8888.68,gmail.com
4188,Aarav,Trivedi,aarav.trivedi4188@gmail.com,9633427666,Female,1994-09-22,2020-01-23,2739,31,26-35,2170,72.3,5.95,2020,1,January,Thursday,0,VIP,4,0,0,1,1,0,459.56,gmail.com
4189,Krishna,Gupta,krishna.gupta4189@gmail.com,9384794184,Male,1988-12-13,2025-04-17,1701,37,36-45,259,8.6,0.71,2025,2,April,Thursday,0,VIP,4,0,0,1,0,1,2362.5,gmail.com
4190,Krishna,Gupta,krishna.gupta4190@gmail.com,9364982654,Male,2002-07-11,2020-02-07,1226,23,18-25,2155,71.8,5.9,2020,1,February,Friday,0,VIP,4,0,1,0,1,0,207.45,gmail.com
4191,Priya,Shah,priya.shah4191@gmail.com,9137632315,Male,1982-06-10,2022-09-13,106,43,36-45,1206,40.2,3.3,2022,3,September,Tuesday,0,Medium,2,0,0,1,0,0,32.02,gmail.com
4192,Vivaan,Modi,vivaan.modi4192@gmail.com,9790899869,Female,1987-03-22,2025-05-07,3331,38,36-45,239,8.0,0.65,2025,2,May,Wednesday,0,VIP,4,0,0,1,0,1,5046.97,gmail.com
4193,Aarav,Bhatt,aarav.bhatt4193@gmail.com,9677501443,Female,2002-11-16,2022-01-07,2085,23,18-25,1455,48.5,3.99,2022,1,January,Friday,0,VIP,4,0,1,0,0,0,521.25,gmail.com
4194,Neha,Modi,neha.modi4194@gmail.com,9764926785,Male,1973-04-06,2024-09-22,287,52,46-60,466,15.5,1.28,2024,3,September,Sunday,1,Medium,2,0,0,0,0,0,222.48,gmail.com
4195,Neha,Patel,neha.patel4195@gmail.com,9752366247,Male,1991-01-11,2024-07-21,2863,34,26-35,529,17.6,1.45,2024,3,July,Sunday,1,VIP,4,0,0,1,0,0,1960.96,gmail.com
4196,Krishna,Mehta,krishna.mehta4196@gmail.com,9956090046,Female,1995-11-08,2020-07-19,1653,30,26-35,1992,66.4,5.46,2020,3,July,Sunday,1,VIP,4,0,0,1,1,0,302.19,gmail.com
4197,Ananya,Kapoor,ananya.kapoor4197@gmail.com,9136920612,Male,1990-12-21,2020-08-27,1662,35,26-35,1953,65.1,5.35,2020,3,August,Thursday,0,VIP,4,0,0,1,1,0,310.07,gmail.com
4198,Diya,Joshi,diya.joshi4198@gmail.com,9310088299,Female,2004-03-12,2022-12-24,4778,21,18-25,1104,36.8,3.02,2022,4,December,Saturday,1,VIP,4,0,1,0,0,0,1576.9,gmail.com
4199,Aditya,Desai,aditya.desai4199@gmail.com,9675994950,Female,1982-11-28,2021-03-22,197,43,36-45,1746,58.2,4.78,2021,1,March,Monday,0,Medium,2,0,0,1,0,0,41.13,gmail.com
4200,Arjun,Kapoor,arjun.kapoor4200@gmail.com,9503642718,Female,1994-12-09,2022-04-03,2824,31,26-35,1369,45.6,3.75,2022,2,April,Sunday,1,VIP,4,0,0,1,0,0,751.06,gmail.com
4201,Ananya,Trivedi,ananya.trivedi4201@gmail.com,9452432141,Female,1970-11-16,2022-04-13,778,55,46-60,1359,45.3,3.72,2022,2,April,Wednesday,0,High,3,0,0,0,0,0,208.58,gmail.com
4202,Priya,Desai,priya.desai4202@gmail.com,9927347545,Female,1993-06-15,2020-04-25,1783,32,26-35,2077,69.2,5.69,2020,2,April,Saturday,1,VIP,4,0,0,1,1,0,312.81,gmail.com
4203,Ananya,Patel,ananya.patel4203@gmail.com,9359884150,Female,1974-12-12,2024-12-08,4004,51,46-60,389,13.0,1.07,2024,4,December,Sunday,1,VIP,4,0,0,0,0,0,3707.41,gmail.com
4204,Vivaan,Modi,vivaan.modi4204@gmail.com,9909785362,Male,1974-10-21,2025-08-31,3974,51,46-60,123,4.1,0.34,2025,3,August,Sunday,1,VIP,4,0,0,0,0,1,11354.29,gmail.com
4205,Priya,Patel,priya.patel4205@gmail.com,9718586740,Male,1970-12-12,2025-11-22,3684,55,46-60,40,1.3,0.11,2025,4,November,Saturday,1,VIP,4,0,0,0,0,1,30700.0,gmail.com
4206,Diya,Gupta,diya.gupta4206@gmail.com,9872376350,Female,1980-12-04,2021-02-06,2931,45,36-45,1790,59.7,4.9,2021,1,February,Saturday,1,VIP,4,0,0,1,0,0,596.95,gmail.com
4207,Krishna,Patel,krishna.patel4207@gmail.com,9264568327,Female,1976-03-25,2022-04-04,4864,49,46-60,1368,45.6,3.75,2022,2,April,Monday,0,VIP,4,0,0,0,0,0,1293.62,gmail.com
4208,Aarav,Joshi,aarav.joshi4208@gmail.com,9407842855,Female,1974-11-04,2025-02-15,618,51,46-60,320,10.7,0.88,2025,1,February,Saturday,1,High,3,0,0,0,0,1,694.38,gmail.com
4209,Ananya,Desai,ananya.desai4209@gmail.com,9179259397,Male,1986-07-06,2021-12-29,4438,39,36-45,1464,48.8,4.01,2021,4,December,Wednesday,0,VIP,4,0,0,1,0,0,1103.98,gmail.com
4210,Diya,Bhatt,diya.bhatt4210@gmail.com,9638657269,Male,1987-05-25,2023-05-02,3318,38,36-45,975,32.5,2.67,2023,2,May,Tuesday,0,VIP,4,0,0,1,0,0,1238.06,gmail.com
4211,Krishna,Patel,krishna.patel4211@gmail.com,9984780167,Female,1997-05-18,2023-03-29,2610,28,26-35,1009,33.6,2.76,2023,1,March,Wednesday,0,VIP,4,0,0,1,0,0,942.24,gmail.com
4212,Riya,Shah,riya.shah4212@gmail.com,9744878277,Male,1989-10-21,2023-06-27,536,36,36-45,919,30.6,2.52,2023,2,June,Tuesday,0,High,3,0,0,1,0,0,211.86,gmail.com
4213,Diya,Kapoor,diya.kapoor4213@gmail.com,9549957832,Male,1981-01-14,2023-01-24,4114,44,36-45,1073,35.8,2.94,2023,1,January,Tuesday,0,VIP,4,0,0,1,0,0,1394.58,gmail.com
4214,Vivaan,Mehta,vivaan.mehta4214@gmail.com,9936157685,Male,1972-01-10,2021-08-28,2560,54,46-60,1587,52.9,4.35,2021,3,August,Saturday,1,VIP,4,0,0,0,0,0,587.16,gmail.com
4215,Vivaan,Kapoor,vivaan.kapoor4215@gmail.com,9697714627,Female,1979-06-08,2023-09-22,839,46,46-60,832,27.7,2.28,2023,3,September,Friday,0,High,3,0,0,0,0,0,366.38,gmail.com
4216,Diya,Kapoor,diya.kapoor4216@gmail.com,9154245946,Male,1980-05-23,2021-01-23,2130,45,36-45,1804,60.1,4.94,2021,1,January,Saturday,1,VIP,4,0,0,1,0,0,430.3,gmail.com
4217,Aarav,Patel,aarav.patel4217@gmail.com,9274856456,Female,1997-02-08,2024-12-05,1128,28,26-35,392,13.1,1.07,2024,4,December,Thursday,0,VIP,4,0,0,1,0,0,1044.44,gmail.com
4218,Riya,Patel,riya.patel4218@gmail.com,9788146244,Female,2002-06-23,2025-11-12,2342,23,18-25,50,1.7,0.14,2025,4,November,Wednesday,0,VIP,4,0,1,0,0,1,15613.33,gmail.com
4219,Neha,Kapoor,neha.kapoor4219@gmail.com,9112395985,Male,1982-07-16,2025-02-11,4088,43,36-45,324,10.8,0.89,2025,1,February,Tuesday,0,VIP,4,0,0,1,0,1,4542.22,gmail.com
4220,Ananya,Mehta,ananya.mehta4220@gmail.com,9957056749,Female,1977-09-22,2021-07-07,2731,48,46-60,1639,54.6,4.49,2021,3,July,Wednesday,0,VIP,4,0,0,0,0,0,606.89,gmail.com
4221,Aarav,Trivedi,aarav.trivedi4221@gmail.com,9625135695,Male,1984-11-26,2023-04-19,1770,41,36-45,988,32.9,2.71,2023,2,April,Wednesday,0,VIP,4,0,0,1,0,0,650.74,gmail.com
4222,Diya,Desai,diya.desai4222@gmail.com,9898691621,Female,2004-05-22,2020-10-20,457,21,18-25,1899,63.3,5.2,2020,4,October,Tuesday,0,Medium,2,0,1,0,1,0,87.72,gmail.com
4223,Krishna,Shah,krishna.shah4223@gmail.com,9173085689,Female,1973-02-16,2025-07-05,859,52,46-60,180,6.0,0.49,2025,3,July,Saturday,1,High,3,0,0,0,0,1,1718.0,gmail.com
4224,Arjun,Mehta,arjun.mehta4224@gmail.com,9362495225,Female,1981-08-27,2021-05-31,676,44,36-45,1676,55.9,4.59,2021,2,May,Monday,0,High,3,0,0,1,0,0,146.96,gmail.com
4225,Vivaan,Patel,vivaan.patel4225@gmail.com,9423655680,Male,2005-08-24,2023-11-07,185,20,18-25,786,26.2,2.15,2023,4,November,Tuesday,0,Medium,2,0,1,0,0,0,85.65,gmail.com
4226,Aditya,Kapoor,aditya.kapoor4226@gmail.com,9453596867,Female,1974-03-04,2022-10-02,4525,51,46-60,1187,39.6,3.25,2022,4,October,Sunday,1,VIP,4,0,0,0,0,0,1388.04,gmail.com
4227,Priya,Kapoor,priya.kapoor4227@gmail.com,9218106790,Female,1992-10-19,2022-08-08,4159,33,26-35,1242,41.4,3.4,2022,3,August,Monday,0,VIP,4,0,0,1,0,0,1219.65,gmail.com
